dataMode,id,address,neighborhood,type,listDate,pendingDate,listPriceAtPending,closePrice,assessedValue,beds,baths,sqft,yearBuilt,zip,districtName,area,subArea,sqFtLot,zoning
PUBLIC_PROXY,3348652,"347 29TH AVE, Seattle 98122",11,11,2025-09-21,2025-09-21,1146000,1275000,1146000,5,3.50,2920,1926,98122,SEATTLE,15,11,4550,NR3
PUBLIC_PROXY,3349018,"4603 2ND AVE NE, Seattle 98105",2,11,2025-09-23,2025-09-23,891000,1312500,891000,4,3.00,1590,1918,98105,SEATTLE,12,2,2800,NR3
PUBLIC_PROXY,3344537,"401 S JACKSON ST, Seattle 98104",98104,1,2025-08-25,2025-08-25,1181000,1365000,1181000,0,0.00,0,0,98104,Seattle,,,0,
PUBLIC_PROXY,3349858,"3213 W WHEELER ST #111, Seattle 98199",9,11,2025-09-30,2025-09-30,1178000,1335000,1178000,4,2.00,1870,1965,98199,SEATTLE,12,9,5400,NR3
PUBLIC_PROXY,3360012,"205 31ST AVENUE S, Seattle 98144",11,11,2025-12-15,2025-12-15,1016000,1300000,1016000,3,2.75,2310,1977,98144,SEATTLE,15,11,8000,NR3
PUBLIC_PROXY,3343281,"1908 CLISE PL W, Seattle 98199",5,11,2025-08-15,2025-08-15,1380000,1399900,1380000,4,2.75,2400,1947,98199,SEATTLE,11,5,6750,NR3
PUBLIC_PROXY,3359397,"8524 LATONA AVE NE, Seattle 98115",98115,11,2025-12-12,2025-12-12,1288000,1300000,1288000,3,1.75,1530,1983,98115,Seattle,,,0,
PUBLIC_PROXY,3349925,"738 N 81ST ST, Seattle 98103",8,11,2025-09-24,2025-09-24,1171000,1175000,1171000,5,1.00,1990,1919,98103,SEATTLE,42,8,5100,NR3
PUBLIC_PROXY,3350111,"1017 NE 89TH STREET, Seattle 98115",2,12,2025-10-02,2025-10-02,855000,1140000,855000,4,2.00,1900,1930,98115,SEATTLE,7,2,6380,NR3
PUBLIC_PROXY,3352242,"5416 31ST AVE SW, Seattle 98126",6,11,2025-10-16,2025-10-16,930000,1172000,930000,3,1.75,1810,1961,98126,SEATTLE,48,6,5340,NR3
PUBLIC_PROXY,3359254,"4830B S MORGAN ST, Seattle 98118",11,11,2025-12-12,2025-12-12,1243000,1150000,1243000,4,2.50,2750,2006,98118,SEATTLE,81,11,5022,NR3
PUBLIC_PROXY,3351786,"8751 29TH AVENUE NORTHWEST, Seattle 98117",6,11,2025-10-13,2025-10-13,1035000,1345000,1035000,4,1.75,2460,1964,98117,SEATTLE,39,6,7057,NR2
PUBLIC_PROXY,3359104,"14038 PALATINE AVE N, Seattle 98133",2,3,2025-11-24,2025-11-24,1179000,1135500,1179000,6,3.00,2630,1960,98133,SEATTLE,12,2,4400,MIO-37-LR1 (M)
PUBLIC_PROXY,3346051,"400 ALOHA ST, Seattle 98109",5,11,2025-08-25,2025-08-25,882000,1130000,882000,3,3.00,1530,2001,98109,SEATTLE,12,5,1740,LR3 (M)
PUBLIC_PROXY,3349937,"6616 FLORA AVE S, Seattle 98108",7,11,2025-09-30,2025-09-30,828000,1274000,828000,3,2.25,1650,1918,98108,SEATTLE,16,7,6000,NR3
PUBLIC_PROXY,3350614,"13528 SE 83D ST, Seattle 98059",2,11,2025-10-02,2025-10-02,1137000,1275000,1137000,3,2.50,2260,1998,98059,SEATTLE,82,2,4800,NR3
PUBLIC_PROXY,3364340,"3056 NE 96TH ST, Seattle 98115",5,11,2026-01-30,2026-01-30,1614000,1350000,1614000,5,4.00,3290,1951,98115,SEATTLE,8,5,9336,NR2
PUBLIC_PROXY,3353600,"11256 EVANSTON AVE N, Seattle 98133",4,2,2025-10-27,2025-10-27,2603000,1275000,2603000,5,3.50,2950,2025,98133,SEATTLE,6,4,6593,NR3
PUBLIC_PROXY,3344108,"10030 44TH AVE NE, Seattle 98125",5,11,2025-08-13,2025-08-13,1100000,1195000,1100000,4,2.50,2200,1961,98125,SEATTLE,8,5,9450,NR2
PUBLIC_PROXY,3351356,"6717 BEACH FRIVE SW, Seattle 98136",9,11,2025-10-09,2025-10-09,956000,1150000,956000,3,1.00,1210,1951,98136,SEATTLE,48,9,8750,NR3
PUBLIC_PROXY,3351903,"2510 6TH AVE 2802, Seattle 98121",98121,10,2025-10-06,2025-10-06,1105000,1399000,1105000,0,0.00,0,0,98121,Seattle,,,0,
PUBLIC_PROXY,3361274,"4839 36TH AVE NE, Seattle 98105",98105,14,2025-12-30,2025-12-30,774000,1200000,774000,0,0.00,0,0,98105,Seattle,,,0,
PUBLIC_PROXY,3350695,"4332 193RD AVE SE, Seattle 98027",5,11,2025-10-02,2025-10-02,1044000,1329750,1044000,4,1.75,2160,1910,98027,SEATTLE,43,5,4590,NR3
PUBLIC_PROXY,3342631,"2523 ROYAL COURT EAST, Seattle 98112",5,11,2025-08-08,2025-08-08,1271000,1390000,1271000,5,2.25,1890,1927,98112,SEATTLE,13,5,3728,NR3
PUBLIC_PROXY,3355808,"4524B CORLISS AVE N, Seattle 98103",8,10,2025-11-17,2025-11-17,867000,1160000,867000,3,2.25,1640,2025,98103,SEATTLE,43,8,1176,LR1 (M1)
PUBLIC_PROXY,3343741,"158 NW 81ST ST, Seattle 98117",6,11,2025-08-18,2025-08-18,1050000,1215000,1050000,3,1.75,1770,1958,98117,SEATTLE,39,6,9961,NR2
PUBLIC_PROXY,3361256,"7327 58TH AVE NE, Seattle 98115",5,11,2025-12-19,2025-12-19,1230000,1175000,1230000,2,1.00,1550,1950,98115,SEATTLE,46,5,5800,NR3
PUBLIC_PROXY,3349264,"537 30TH AVENUE E, Seattle 98112",4,11,2025-09-25,2025-09-25,1025000,1170000,1025000,3,2.00,1490,1954,98112,SEATTLE,15,4,4432,NR3
PUBLIC_PROXY,3353523,"7556 12TH AVE NE, Seattle 98115",2,11,2025-10-22,2025-10-22,875000,1395000,875000,4,2.00,1740,1949,98115,SEATTLE,12,2,5760,LR1 (M)
PUBLIC_PROXY,3355524,"8538 13TH AVE NW, Seattle 98117",8,11,2025-11-02,2025-11-02,997000,1210000,997000,4,1.75,1950,1924,98117,SEATTLE,6,8,6650,RSL (M)
PUBLIC_PROXY,3342250,"3633 ASHWORTH AVE N, Seattle 98103",7,11,2025-08-08,2025-08-08,1414000,1375000,1414000,3,1.50,2600,1925,98103,SEATTLE,43,7,6840,NR3
PUBLIC_PROXY,3354150,"2809 E DENNY WAY UNIT A, Seattle 98122",98122,14,2025-10-31,2025-10-31,1302000,1395000,1302000,0,0.00,0,0,98122,Seattle,,,0,
PUBLIC_PROXY,3360605,"7420 LATONA AVENUE NE, Seattle 98115",9,11,2025-12-22,2025-12-22,1291000,1275000,1291000,2,1.00,1130,1907,98115,SEATTLE,43,9,4500,LR2 (M)
PUBLIC_PROXY,3358096,"852 NW 65TH ST, Seattle 98117",11,2,2025-12-04,2025-12-04,2082000,1250000,2082000,4,2.50,2400,2025,98117,SEATTLE,82,11,5890,NR3
PUBLIC_PROXY,3349708,"7704 45TH AVE SW, Seattle 98136",4,11,2025-09-26,2025-09-26,990000,1150000,990000,3,1.75,2600,1962,98136,SEATTLE,17,4,7500,NR3
PUBLIC_PROXY,3351534,"3815 S OTHELLO ST.  STE. 100-3, Seattle 98118",6,11,2025-10-15,2025-10-15,1149000,1350000,1149000,4,1.75,2160,1952,98118,SEATTLE,81,6,9600,NR2
PUBLIC_PROXY,3361202,"12348 11TH AVE NE, Seattle 98125",9,11,2025-12-24,2025-12-24,1287000,1330000,1287000,4,3.00,2500,1948,98125,SEATTLE,39,9,7000,NR3
PUBLIC_PROXY,3363401,"11544 RIVIERA PLACE NE, Seattle 98125",9,11,2026-01-20,2026-01-20,1015000,1240000,1015000,4,1.75,2290,1946,98125,SEATTLE,39,9,4000,NR3
PUBLIC_PROXY,3343555,"7713 22ND AVE NE, Seattle 98115",4,11,2025-08-14,2025-08-14,932000,1250000,932000,3,1.75,1660,1953,98115,SEATTLE,45,4,5100,NR3
PUBLIC_PROXY,3348155,"4316 2ND AVE NE, Seattle 98105",8,11,2025-09-19,2025-09-19,1202000,1150000,1202000,3,2.00,1650,1918,98105,SEATTLE,43,8,4590,NR3
PUBLIC_PROXY,3348058,"1801 NW 65TH ST # A, Seattle 98117",1,2,2025-09-18,2025-09-18,1211000,1140000,1211000,4,3.50,2040,2024,98117,SEATTLE,19,1,1256,LR1 (M)
PUBLIC_PROXY,3363949,"1406 E THOMAS ST, Seattle 98112",6,11,2026-01-26,2026-01-26,1068000,1274000,1068000,3,2.00,1870,1902,98112,SEATTLE,13,6,3784,LR3 (M)
PUBLIC_PROXY,3364597,"1721 17TH AVE, Seattle 98115",6,10,2026-01-27,2026-01-27,1010000,1125950,1010000,3,2.25,1550,2024,98115,SEATTLE,13,6,735,LR3 (M)
PUBLIC_PROXY,3363313,"7003 37TH AVE NE, Seattle 98115",6,2,2026-01-21,2026-01-21,1693000,1112500,1693000,5,4.00,3760,2025,98115,SEATTLE,45,6,6080,NR3
PUBLIC_PROXY,3353658,"1111 31ST AVE, Seattle 98122",4,3,2025-10-27,2025-10-27,1055000,1240000,1055000,4,2.00,1540,1918,98122,SEATTLE,15,4,4400,NR3
PUBLIC_PROXY,3353937,"920A 34TH AVE, Seattle 98122",8,14,2025-10-29,2025-10-29,1206000,1370000,1206000,3,2.75,1810,2025,98122,SEATTLE,14,8,1866,LR2 (M)
PUBLIC_PROXY,3347544,"1203E N ALLEN PL, Seattle 98103",7,11,2025-09-02,2025-09-02,935000,1130000,935000,3,2.50,1480,2025,98103,SEATTLE,43,7,766,LR3 (M2)
PUBLIC_PROXY,3352336,"5746 37TH AVE NE, Seattle 98105",3,11,2025-10-16,2025-10-16,1317000,1280000,1317000,3,2.50,1890,1929,98105,SEATTLE,44,3,4013,NR3
PUBLIC_PROXY,3344704,"3252 14TH AVE W, Seattle 98119",2,11,2025-08-22,2025-08-22,1036000,1180000,1036000,3,2.25,2160,2017,98119,SEATTLE,12,2,2537,LR1 (M)
PUBLIC_PROXY,3345296,"11557 PALATINE AVE N, Seattle 98133",3,11,2025-08-27,2025-08-27,991000,1125000,991000,4,2.00,1970,1944,98133,SEATTLE,39,3,6375,NR2
PUBLIC_PROXY,3356018,"10355 NE VALLEY RD UNIT 4708, Seattle 98061",14,11,2025-11-17,2025-11-17,1254000,1135000,1254000,4,2.50,2570,1955,98061,SEATTLE,39,14,8160,NR2
PUBLIC_PROXY,3361664,"2221 22ND AVE E, Seattle 98112",98112,11,2026-01-02,2026-01-02,1140000,1100000,1140000,3,2.50,1480,1964,98112,Seattle,,,0,
PUBLIC_PROXY,3347309,"6450 24TH AVENUE NORTHWEST APT 403, Seattle 98107",5,11,2025-09-15,2025-09-15,1302000,1300000,1302000,4,2.00,2200,1979,98107,SEATTLE,12,5,3000,LR3 (M)
PUBLIC_PROXY,3357267,"3423 ALBION PL N, Seattle 98103",7,11,2025-11-06,2025-11-06,300000,1150000,300000,2,2.25,1490,2025,98103,SEATTLE,43,7,1411,LR3 (M)
PUBLIC_PROXY,3350816,"2935 CAPTAIN COOK ESTATES CIR, Seattle 99517",1,10,2025-10-07,2025-10-07,865000,1200000,865000,3,2.25,1750,2025,99517,SEATTLE,16,1,1080,LR1 (M)
PUBLIC_PROXY,3354127,"2816 11TH AVENUE W, Seattle 98119",2,11,2025-11-02,2025-11-02,1333000,1300000,1333000,4,1.75,2030,1910,98119,SEATTLE,12,2,4000,NR3
PUBLIC_PROXY,3345711,"307 NW 83RD ST, Seattle 98117",98117,11,2025-09-02,2025-09-02,1158000,1350000,1158000,4,3.25,3490,2024,98117,Seattle,,,0,
PUBLIC_PROXY,3346916,"1122 SAWMILL GULCH ROAD, Seattle 93953",8,11,2025-09-10,2025-09-10,1288000,1230000,1288000,3,2.75,2050,1980,93953,SEATTLE,14,8,9150,NR3
PUBLIC_PROXY,3355467,"517 FEDERAL AVE E, Seattle 98102",98102,3,2025-11-12,2025-11-12,574000,1271325,574000,3,1.00,1750,1928,98102,Seattle,,,0,
PUBLIC_PROXY,3355467,"517 FEDERAL AVE E, Seattle 98102",98102,3,2025-11-12,2025-11-12,329000,1271325,329000,0,0.00,0,0,98102,Seattle,,,0,
PUBLIC_PROXY,3353868,"6059 26TH AVENUE NORTHEAST, Seattle 98115",2,11,2025-10-30,2025-10-30,884000,1160000,884000,3,1.75,1630,1925,98115,SEATTLE,44,2,3600,NR3
PUBLIC_PROXY,3360385,"929 10TH AVE E, Seattle 98102",98102,11,2025-12-12,2025-12-12,972000,1265000,972000,6,4.00,4960,1964,98102,Seattle,,,0,
PUBLIC_PROXY,3362245,"4441 53RD AVE SW, Seattle 98116",7,11,2026-01-06,2026-01-06,1295000,1150000,1295000,3,2.50,2060,1981,98116,SEATTLE,16,7,6341,NR3
PUBLIC_PROXY,3363440,"700 MAGAZINE ST. #301, Seattle 70130",9,11,2026-01-21,2026-01-21,726000,1149000,726000,2,2.25,1440,2025,70130,SEATTLE,43,9,981,LR2 (M)
PUBLIC_PROXY,3348507,"123 BROADWAY APT 508, Seattle 98122",98122,11,2025-09-22,2025-09-22,1039000,1125000,1039000,3,2.50,2730,2005,98122,Seattle,,,0,
PUBLIC_PROXY,3350352,"1225 1ST AVE W, Seattle 98119",9,11,2025-10-01,2025-10-01,1043000,1240000,1043000,3,2.25,1570,2019,98119,SEATTLE,12,9,1650,NR3
PUBLIC_PROXY,3355312,"917 BROADWAY E, Seattle 98102",3,11,2025-11-07,2025-11-07,1167000,1361000,1167000,2,1.00,1430,1936,98102,SEATTLE,13,3,5000,NR3
PUBLIC_PROXY,3351746,"2923 E HARRISON STREET, Seattle 98112",4,11,2025-10-09,2025-10-09,856000,1225000,856000,4,1.75,2260,1908,98112,SEATTLE,15,4,2617,NR3
PUBLIC_PROXY,3343595,"12045 8TH AVENUE NW, Seattle 98177",14,11,2025-08-18,2025-08-18,1549000,1375000,1549000,4,1.75,2910,1948,98177,SEATTLE,39,14,17025,NR2
PUBLIC_PROXY,3351884,"600 SW CLOVERDALE ST, Seattle 98106",8,11,2025-10-15,2025-10-15,1262000,1325000,1262000,7,3.75,3680,1989,98106,SEATTLE,77,8,7620,NR2
PUBLIC_PROXY,3354752,"111 NW 125TH ST, Seattle 98177",3,11,2025-10-31,2025-10-31,1205000,1100000,1205000,4,2.75,2760,2005,98177,SEATTLE,39,3,7723,NR2
PUBLIC_PROXY,3347521,"201 SOUTH JACKSON ST SUITE 6300, Seattle 98104",98104,1,2025-09-10,2025-09-10,458000,1325000,458000,0,0.00,0,0,98104,Seattle,,,0,
PUBLIC_PROXY,3347521,"201 SOUTH JACKSON ST SUITE 6300, Seattle 98104",98104,1,2025-09-10,2025-09-10,488000,1325000,488000,0,0.00,0,0,98104,Seattle,,,0,
PUBLIC_PROXY,3347521,"201 SOUTH JACKSON ST SUITE 6300, Seattle 98104",98104,1,2025-09-10,2025-09-10,488000,1325000,488000,0,0.00,0,0,98104,Seattle,,,0,
PUBLIC_PROXY,3347521,"201 SOUTH JACKSON ST SUITE 6300, Seattle 98104",98104,1,2025-09-10,2025-09-10,454000,1325000,454000,0,0.00,0,0,98104,Seattle,,,0,
PUBLIC_PROXY,3351260,"9544 3RD AVENUE NW, Seattle 98117",8,11,2025-10-14,2025-10-14,1363000,1320000,1363000,4,3.25,2260,2015,98117,SEATTLE,6,8,5900,NR3
PUBLIC_PROXY,3346585,"2321 W PLYMOUTH ST, Seattle 98199",98199,14,2025-08-28,2025-08-28,674000,1230000,674000,0,0.00,0,0,98199,Seattle,,,0,
PUBLIC_PROXY,3344986,"6828 35TH AVE NW, Seattle 98117",9,11,2025-08-14,2025-08-14,1112000,1350000,1112000,3,1.75,1720,1928,98117,SEATTLE,39,9,4410,NR3
PUBLIC_PROXY,3352809,"4026 52ND AVE SW, Seattle 98116",5,11,2025-10-20,2025-10-20,987000,1101000,987000,3,1.75,1830,1948,98116,SEATTLE,16,5,5635,NR3
PUBLIC_PROXY,3351180,"1627A 21ST AVE, Seattle 98122",3,11,2025-10-10,2025-10-10,890000,1169000,890000,3,1.75,1720,2025,98122,SEATTLE,15,3,1577,LR1 (M1)
PUBLIC_PROXY,3361571,"3209 61ST AVENUE SOUTHWEST, Seattle 98116",5,11,2025-12-29,2025-12-29,957000,1148000,957000,3,1.50,1710,1960,98116,SEATTLE,16,5,4800,NR3
PUBLIC_PROXY,3349468,"1943 34TH AVE W, Seattle 98199",5,11,2025-09-19,2025-09-19,1126000,1390500,1126000,4,2.50,1860,1940,98199,SEATTLE,11,5,5394,NR3
PUBLIC_PROXY,3362772,"5151 S FRONTENAC ST, Seattle 98118",11,11,2026-01-12,2026-01-12,1436000,1400000,1436000,4,3.50,3020,2016,98118,SEATTLE,81,11,4400,NR3
PUBLIC_PROXY,3352156,"615 E PIKE STREET UNIT 303, Seattle 98122",3,11,2025-10-16,2025-10-16,1211000,1350000,1211000,3,1.50,1920,1931,98122,SEATTLE,13,3,5120,NR3
PUBLIC_PROXY,3354668,"2357 YALE AVE E UNIT A, Seattle 98102",7,11,2025-11-05,2025-11-05,1131000,1125000,1131000,2,2.50,1450,2017,98102,SEATTLE,13,7,1277,LR3 (M1)
PUBLIC_PROXY,3355842,"6710A 36TH AVE SW, Seattle 98126",98126,14,2025-11-13,2025-11-13,1038000,1150000,1038000,0,0.00,0,0,98126,Seattle,,,0,
PUBLIC_PROXY,3354622,"810 N 40TH ST, Seattle 98103",5,11,2025-10-31,2025-10-31,1257000,1200000,1257000,4,1.75,2410,1900,98103,SEATTLE,43,5,5100,NR3
PUBLIC_PROXY,3361149,"10438 MATINAL CIR, Seattle 92127",8,11,2025-12-19,2025-12-19,1185000,1245000,1185000,3,2.50,2420,1993,92127,SEATTLE,14,8,2500,NR3
PUBLIC_PROXY,3350539,"1133 NW 58TH ST, Seattle 98107",11,11,2025-10-03,2025-10-03,983000,1205000,983000,5,2.00,1830,1924,98107,SEATTLE,82,11,5633,NR3
PUBLIC_PROXY,3345965,"8825 WALLINGFORD AVE N, Seattle 98103",98103,14,2025-09-03,2025-09-03,1199000,1299000,1199000,0,0.00,0,0,98103,Seattle,,,0,
PUBLIC_PROXY,3355090,"5461 S OTHELLO ST, Seattle 98118",6,11,2025-10-31,2025-10-31,987000,1110000,987000,5,2.50,1990,1959,98118,SEATTLE,81,6,7990,NR1
PUBLIC_PROXY,3354404,"2521 38TH AVENUE WEST, Seattle 98199",7,11,2025-11-04,2025-11-04,1089000,1250000,1089000,3,1.75,1750,1941,98199,SEATTLE,11,7,6000,NR3
PUBLIC_PROXY,3344166,"530 4TH AVE W APT 108, Seattle 98119",11,11,2025-08-19,2025-08-19,1052000,1254000,1052000,3,3.25,1820,2021,98119,SEATTLE,82,11,1439,LR1 (M1)
PUBLIC_PROXY,3344468,"5016 BAKE AVE NW, Seattle 98107",3,11,2025-08-22,2025-08-22,1105000,1248000,1105000,3,1.75,2140,1930,98107,SEATTLE,42,3,4000,NR3
PUBLIC_PROXY,3350917,"8056 28TH AVE NW, Seattle 98117",10,11,2025-10-06,2025-10-06,959000,1357000,959000,4,2.00,2200,1957,98117,SEATTLE,19,10,3920,NR3
PUBLIC_PROXY,3356981,"1138 CHANTILLY LN, Seattle 77018",2,11,2025-11-21,2025-11-21,1193000,1360000,1193000,3,1.75,1860,1927,77018,SEATTLE,12,2,3200,NR3
PUBLIC_PROXY,3350329,"3106 NORTHEAST 60TH STREET, Seattle 98115",2,11,2025-10-03,2025-10-03,1207000,1325000,1207000,4,1.75,2660,1925,98115,SEATTLE,44,2,3250,NR3
PUBLIC_PROXY,3352145,"4009 SW TRENTON ST, Seattle 98136",4,11,2025-10-16,2025-10-16,1164000,1350000,1164000,3,1.75,2620,1953,98136,SEATTLE,17,4,6806,NR2
PUBLIC_PROXY,3362079,"2835 46TH AVE W, Seattle 98199",5,2,2025-12-17,2025-12-17,2513000,1149500,2513000,6,3.50,3030,2025,98199,SEATTLE,11,5,8035,NR2
PUBLIC_PROXY,3351816,"702 SPRING ST APT 2114, Seattle 98104",98104,11,2025-10-15,2025-10-15,1343000,1360000,1343000,3,1.75,1620,1965,98104,Seattle,,,0,
PUBLIC_PROXY,3360243,"633 THIRD AVE 19TH FLOOR SUITE J, Seattle 10017",0,50,2025-12-02,2025-12-02,995124,1378687,995124,0,0.00,0,0,10017,SEATTLE,0,0,0,NC3-75 (M)
PUBLIC_PROXY,3347716,"1429 EAST VALLEY ST, Seattle 98112",98112,11,2025-09-16,2025-09-16,1006000,1165000,1006000,2,1.00,1350,1919,98112,Seattle,,,0,
PUBLIC_PROXY,3348505,"9716 5TH LANE SW, Seattle 98106",98106,2,2025-09-22,2025-09-22,993000,1179900,993000,5,2.75,2800,2025,98106,Seattle,,,0,
PUBLIC_PROXY,3354834,"4512 35TH AVE W, Seattle 98199",3,11,2025-11-05,2025-11-05,1072000,1250000,1072000,3,2.00,2250,1944,98199,SEATTLE,11,3,4800,NR3
PUBLIC_PROXY,3350207,"2900 W NEWTON ST, Seattle 98199",3,11,2025-10-03,2025-10-03,926000,1355000,926000,2,1.50,1410,1924,98199,SEATTLE,11,3,4455,NR3
PUBLIC_PROXY,3362992,"2212 QUEEN ANNE AVE N #307, Seattle 98119",7,2,2026-01-14,2026-01-14,2069000,1300000,2069000,3,2.25,1800,2025,98119,SEATTLE,11,7,4800,NR3
PUBLIC_PROXY,3351606,"6726 48TH AVE SW, Seattle 98136",7,11,2025-10-10,2025-10-10,1124000,1247000,1124000,3,3.00,2200,1955,98136,SEATTLE,16,7,11610,NR3
PUBLIC_PROXY,3348400,"12216 NE 97TH ST, Seattle 98033",3,11,2025-09-18,2025-09-18,1334000,1100000,1334000,4,3.50,2910,1982,98033,SEATTLE,8,3,13815,NR1
PUBLIC_PROXY,3360417,"1244 15TH AVENUE EAST UNIT 9, Seattle 98112",98112,14,2025-12-05,2025-12-05,1352000,1180000,1352000,0,0.00,0,0,98112,Seattle,,,0,
PUBLIC_PROXY,3360995,"5001 25TH AVE NE UNIT 202, Seattle 98105",9,11,2025-12-23,2025-12-23,1243000,1350000,1243000,4,1.50,1500,1920,98105,SEATTLE,46,9,6000,NR3
PUBLIC_PROXY,3355874,"398 SW 176TH PL, Seattle 98166",98166,11,2025-11-14,2025-11-14,978000,1214888,978000,3,3.00,3170,1960,98166,Seattle,,,0,
PUBLIC_PROXY,3347032,"6020 27TH AVE NE, Seattle 98115",2,11,2025-09-08,2025-09-08,1276000,1325500,1276000,6,1.75,2240,1968,98115,SEATTLE,44,2,7000,NR3
PUBLIC_PROXY,3355980,"1537 NE 96TH STREET, Seattle 98115",3,11,2025-11-14,2025-11-14,1034000,1115000,1034000,3,1.75,2200,1952,98115,SEATTLE,7,3,10218,NR3
PUBLIC_PROXY,3354289,"1064 E REPUBLICAN ST, Seattle 98102",6,13,2025-10-14,2025-10-14,1164000,1301060,1164000,4,2.25,1820,2024,98102,SEATTLE,13,6,817,LR3 (M)
PUBLIC_PROXY,3353547,"2225 E BELT LINE RD SUITE 200, Seattle 75006",9,11,2025-10-29,2025-10-29,1242000,1200000,1242000,5,1.50,2230,1929,75006,SEATTLE,12,9,2905,NR3
PUBLIC_PROXY,3349964,"655 CROCKETT ST A204, Seattle 98109",4,11,2025-09-30,2025-09-30,890000,1320000,890000,3,1.75,1660,1922,98109,SEATTLE,45,4,5355,NR3
PUBLIC_PROXY,3358218,"6507 41ST AVENUE SW, Seattle 98136",1,11,2025-12-03,2025-12-03,985000,1100000,985000,3,2.50,2130,1920,98136,SEATTLE,17,1,6000,NR3
PUBLIC_PROXY,3351006,"119 37TH AVENUE EAST, Seattle 98112",8,11,2025-10-07,2025-10-07,1240000,1220000,1240000,3,1.75,1880,1915,98112,SEATTLE,14,8,2883,NR3
PUBLIC_PROXY,3360039,"2307 50TH AVE SW, Seattle 98116",98116,11,2025-12-12,2025-12-12,1103000,1270000,1103000,5,4.75,4130,1993,98116,Seattle,,,0,
PUBLIC_PROXY,3362174,"1206 EAST REPUBLICAN STREET, Seattle 98102",6,11,2026-01-07,2026-01-07,1015000,1110000,1015000,3,2.50,1820,2002,98102,SEATTLE,13,6,1470,LR3 (M)
PUBLIC_PROXY,3360210,"662 156TH AVE NE, Seattle 98007",3,11,2025-12-16,2025-12-16,1229000,1270000,1229000,3,3.25,1810,2013,98007,SEATTLE,15,3,1770,LR3 (M)
PUBLIC_PROXY,3356709,"2902 LAKE WASHINGTON BLVD N, Seattle 98056",15,3,2025-11-19,2025-11-19,1392000,1400000,1392000,0,0.00,0,0,98056,SEATTLE,14,15,6747,LR2 (M)
PUBLIC_PROXY,3353739,"2739 59TH AVENUE SW, Seattle 98116",1,10,2025-10-29,2025-10-29,926000,1325000,926000,3,2.25,1720,2025,98116,SEATTLE,16,1,2163,LR1 (M)
PUBLIC_PROXY,3343911,"1730 MAGNOLIA WAY WEST, Seattle 98199",5,11,2025-08-19,2025-08-19,1022000,1119000,1022000,3,1.75,1840,1908,98199,SEATTLE,79,5,3296,NR3
PUBLIC_PROXY,3350184,"2311 45TH AVE SW, Seattle 98116",1,11,2025-10-02,2025-10-02,1192000,1366000,1192000,3,2.00,2160,1918,98116,SEATTLE,16,1,6250,NR3
PUBLIC_PROXY,3353732,"1746 NW 64TH ST, Seattle 98107",10,11,2025-10-27,2025-10-27,883000,1205000,883000,3,1.75,1580,1941,98107,SEATTLE,19,10,4100,NR3
PUBLIC_PROXY,3364682,"2554 3RD AV W, Seattle 98119",2,11,2026-01-30,2026-01-30,822000,1120000,822000,4,1.75,1090,1928,98119,SEATTLE,12,2,4800,NR3
PUBLIC_PROXY,3359298,"3205 25TH AVENUE W, Seattle 98199",3,11,2025-12-12,2025-12-12,1177000,1185000,1177000,5,2.50,3130,1947,98199,SEATTLE,11,3,5760,NR3
PUBLIC_PROXY,3355345,"2632 NW 57TH ST #3, Seattle 98107",1,11,2025-11-07,2025-11-07,1601000,1200000,1601000,7,5.00,3130,1976,98107,SEATTLE,19,1,5000,LR2 (M)
PUBLIC_PROXY,3356244,"6801 GREENWOOD AVE N 301, Seattle 98103",98103,14,2025-11-17,2025-11-17,688000,1130000,688000,0,0.00,0,0,98103,Seattle,,,0,
PUBLIC_PROXY,3348944,"423 EAST PIKE STREET, Seattle 98122",10,59,2025-09-26,2025-09-26,2129800,1150000,2129800,0,0.00,0,0,98122,SEATTLE,19,10,9256,NC1-40 (M)
PUBLIC_PROXY,3350945,"5701 SW HANFORD ST, Seattle 98116",5,11,2025-10-08,2025-10-08,1094000,1200000,1094000,3,1.00,1510,1941,98116,SEATTLE,16,5,15540,NR2
PUBLIC_PROXY,3347029,"7316 JONES AVENUE NORTHWEST, Seattle 98117",10,11,2025-09-10,2025-09-10,1320000,1335000,1320000,5,2.75,2450,1913,98117,SEATTLE,19,10,5100,NR3
PUBLIC_PROXY,3356033,"8435 FAUNTLEROY PLACE SW, Seattle 98136",4,11,2025-11-14,2025-11-14,1373000,1385000,1373000,4,3.25,3140,1996,98136,SEATTLE,17,4,5000,NR3
PUBLIC_PROXY,3363553,"13017 3RD AVE NW, Seattle 98177",14,11,2026-01-22,2026-01-22,1156000,1325000,1156000,3,2.25,2220,1948,98177,SEATTLE,39,14,8160,NR2
PUBLIC_PROXY,3344277,"105 W TANGLEWOOD TRAIL, Seattle 85085",5,11,2025-08-21,2025-08-21,1027000,1250000,1027000,3,2.50,1690,2015,85085,SEATTLE,12,5,1112,LR2 (M)
PUBLIC_PROXY,3346489,"311 N 42ND ST, Seattle 98103",11,11,2025-09-08,2025-09-08,811000,1100000,811000,3,1.75,1640,1910,98103,SEATTLE,42,11,3300,NR3
PUBLIC_PROXY,3348042,"949 NW MARKET STREET APT 506, Seattle 98107",98107,11,2025-09-17,2025-09-17,1629000,1350000,1629000,3,1.50,1660,1957,98107,Seattle,,,0,
