dataMode,id,address,neighborhood,type,listDate,pendingDate,listPriceAtPending,closePrice,assessedValue,beds,baths,sqft,yearBuilt,zip,districtName,area,subArea,sqFtLot,zoning
PUBLIC_PROXY,3343676,"130 BOREN AVENUE NORTH 2711, Seattle 98109",98109,11,2025-08-15,2025-08-15,1273000,1400000,1273000,3,2.50,1850,1991,98109,Seattle,,,0,
PUBLIC_PROXY,3355714,"4421 55TH AVE NE, Seattle 98105",6,11,2025-11-10,2025-11-10,1024000,1295000,1024000,3,1.75,2000,1947,98105,SEATTLE,46,6,6600,NR3
PUBLIC_PROXY,3359484,"957 W MCGRAW STREET#1, Seattle 98119",98119,14,2025-12-15,2025-12-15,1181000,1200000,1181000,0,0.00,0,0,98119,Seattle,,,0,
PUBLIC_PROXY,3352444,"16210 38TH AVE NE, Seattle 98155",98155,3,2025-10-20,2025-10-20,784900,1100000,784900,1,1.00,930,1924,98155,Seattle,,,0,
PUBLIC_PROXY,3363168,"3742 S 160TH ST, Seattle 98188",60,59,2026-01-15,2026-01-15,715600,1250000,715600,0,0.00,0,0,98188,SEATTLE,35,60,3093,C2-55 (M)
PUBLIC_PROXY,3346330,"3003 W RUFFNER ST, Seattle 98199",7,11,2025-09-03,2025-09-03,1187000,1159000,1187000,3,1.75,1580,1953,98199,SEATTLE,11,7,6000,NR3
PUBLIC_PROXY,3351445,"1433 30TH AVE, Seattle 98122",4,11,2025-10-04,2025-10-04,1017000,1170000,1017000,4,2.25,2100,1919,98122,SEATTLE,15,4,2200,NR3
PUBLIC_PROXY,3358037,"6732 1ST AVE NW, Seattle 98117",11,11,2025-12-01,2025-12-01,1071000,1315000,1071000,3,1.75,1890,1923,98117,SEATTLE,82,11,4400,NR3
PUBLIC_PROXY,3356503,"2209 12TH AVENUE WEST, Seattle 98119",2,11,2025-11-12,2025-11-12,1119000,1249000,1119000,4,2.75,2220,1958,98119,SEATTLE,12,2,3142,LR2 (M)
PUBLIC_PROXY,3342576,"3435 34TH AVE W, Seattle 98199",7,11,2025-08-08,2025-08-08,1220000,1300000,1220000,4,2.50,2240,1973,98199,SEATTLE,11,7,6000,NR3
PUBLIC_PROXY,3350116,"1621 QUEEN AVE N, Seattle 98109",30,3,2025-10-02,2025-10-02,1516600,1200000,1516600,0,0.00,0,0,98109,SEATTLE,20,30,3780,NC2P-55 (M1)
PUBLIC_PROXY,3351216,"8533 BURKE AVE N, Seattle 98103",7,11,2025-10-13,2025-10-13,1101000,1360000,1101000,3,1.75,2470,1952,98103,SEATTLE,6,7,7988,NR3
PUBLIC_PROXY,3345288,"601 BELMONT AVE E UNIT B11, Seattle 98102",98102,3,2025-08-25,2025-08-25,20000,1100000,20000,0,0.00,0,0,98102,Seattle,,,0,
PUBLIC_PROXY,3345288,"601 BELMONT AVE E UNIT B11, Seattle 98102",98102,3,2025-08-25,2025-08-25,20000,1100000,20000,0,0.00,0,0,98102,Seattle,,,0,
PUBLIC_PROXY,3345288,"601 BELMONT AVE E UNIT B11, Seattle 98102",98102,3,2025-08-25,2025-08-25,745000,1100000,745000,0,0.00,0,0,98102,Seattle,,,0,
PUBLIC_PROXY,3357333,"8823 ASHWORTH AVENUE NORTH, Seattle 98103",98103,14,2025-11-24,2025-11-24,1268000,1250000,1268000,0,0.00,0,0,98103,Seattle,,,0,
PUBLIC_PROXY,3348220,"3231 35TH AVE S, Seattle 98144",5,11,2025-09-05,2025-09-05,1116000,1308000,1116000,5,2.75,2420,1924,98144,SEATTLE,79,5,4080,NR3
PUBLIC_PROXY,3359182,"557 NE 91ST ST, Seattle 98115",2,11,2025-12-05,2025-12-05,892000,1179000,892000,3,1.75,1870,1930,98115,SEATTLE,7,2,7021,NR3
PUBLIC_PROXY,3353681,"1203C N ALLEN PL, Seattle 98103",7,11,2025-10-07,2025-10-07,935000,1130000,935000,3,1.75,1480,2025,98103,SEATTLE,43,7,766,LR3 (M2)
PUBLIC_PROXY,3350854,"4022 DAYTON AVE N, Seattle 98103",11,11,2025-10-09,2025-10-09,1001000,1100000,1001000,3,1.75,1520,1918,98103,SEATTLE,42,11,6400,NR3
PUBLIC_PROXY,3363397,"4222 MERIDIAN AVENUE NORTH, Seattle 98103",8,2,2026-01-22,2026-01-22,1889000,1362500,1889000,2,1.75,1110,2025,98103,SEATTLE,43,8,5700,NR3
PUBLIC_PROXY,3358225,"7291 CORSICAN DR APT#B, Seattle 92647",4,11,2025-12-03,2025-12-03,1090000,1150000,1090000,4,2.75,2170,1920,92647,SEATTLE,17,4,8700,NR3
PUBLIC_PROXY,3352955,"2311 238TH PL SE, Seattle 98021",10,11,2025-10-23,2025-10-23,1150000,1120000,1150000,4,1.75,2790,1915,98021,SEATTLE,19,10,5100,NR3
PUBLIC_PROXY,3348417,"2000 FAIRVIEW AVE E SUITE 100, Seattle 98102",9,11,2025-09-10,2025-09-10,1042000,1300000,1042000,2,1.50,1770,1946,98102,SEATTLE,12,9,5775,NR3
PUBLIC_PROXY,3356888,"3030 17TH AVE S, Seattle 98144",2,11,2025-11-21,2025-11-21,1126000,1245000,1126000,3,1.00,1630,1910,98144,SEATTLE,12,2,2800,NR3
PUBLIC_PROXY,3362916,"2301 FAIRVIEW AVE E 306, Seattle 98102",98102,14,2025-12-22,2025-12-22,1156000,1110000,1156000,0,0.00,0,0,98102,Seattle,,,0,
PUBLIC_PROXY,3349244,"3016 NW 74TH ST, Seattle 98117",10,11,2025-09-26,2025-09-26,934000,1210000,934000,4,1.75,2040,1952,98117,SEATTLE,19,10,5000,NR3
PUBLIC_PROXY,3345946,"2872 PARKWAY CIRCLE, Seattle 48310",5,12,2025-08-29,2025-08-29,1186000,1371150,1186000,3,2.00,1460,1912,48310,SEATTLE,43,5,6250,NR3
PUBLIC_PROXY,3358617,"8051 170TH PL NE, Seattle 98052",4,10,2025-12-05,2025-12-05,273000,1210000,273000,3,3.25,1940,2025,98052,SEATTLE,45,4,1187,LR2 (M)
PUBLIC_PROXY,3352588,"10422 20TH AVENUE NE, Seattle 98125",3,11,2025-10-20,2025-10-20,975000,1185000,975000,3,2.75,1890,1941,98125,SEATTLE,7,3,6496,NR3
PUBLIC_PROXY,3343863,"11029 84TH AVE S, Seattle 98178",98178,11,2025-08-19,2025-08-19,953000,1186000,953000,3,1.75,2130,1963,98178,Seattle,,,0,
PUBLIC_PROXY,3361914,"2130 10TH AVE W UNIT 28, Seattle 98119",98119,14,2026-01-05,2026-01-05,1324000,1390000,1324000,0,0.00,0,0,98119,Seattle,,,0,
PUBLIC_PROXY,3347084,"4528 144TH DR SE, Seattle 98290",4,11,2025-09-09,2025-09-09,998000,1200000,998000,4,2.50,2280,1944,98290,SEATTLE,15,4,7300,NR3
PUBLIC_PROXY,3342382,"611 NW 53RD ST, Seattle 98107",2,11,2025-08-08,2025-08-08,1186000,1125000,1186000,3,1.75,2240,1916,98107,SEATTLE,82,2,5000,NR3
PUBLIC_PROXY,3359384,"15516 91ST AVE SE, Seattle 98296",8,12,2025-12-11,2025-12-11,848000,1200888,848000,0,0.00,0,0,98296,SEATTLE,43,8,5202,NR3
PUBLIC_PROXY,3342817,"14507 ASH WAY, Seattle 98087",5,11,2025-08-12,2025-08-12,1049000,1115000,1049000,2,1.00,1690,1942,98087,SEATTLE,46,5,5974,NR3
PUBLIC_PROXY,3346256,"3939 SW ROSE ST, Seattle 98136",1,11,2025-09-04,2025-09-04,1023000,1175000,1023000,4,2.50,2230,1934,98136,SEATTLE,17,1,6304,NR3
PUBLIC_PROXY,3348814,"4315 NE 58TH ST, Seattle 98105",3,11,2025-09-22,2025-09-22,1210000,1355000,1210000,5,2.25,2370,1958,98105,SEATTLE,44,3,8100,NR3
PUBLIC_PROXY,3350330,"1896 E HAMLIN ST, Seattle 98112",2,12,2025-10-01,2025-10-01,1278000,1250000,1278000,6,3.75,2770,1969,98112,SEATTLE,82,2,5000,LR1 (M)
PUBLIC_PROXY,3351958,"7017 12TH AVE NW, Seattle 98117",11,11,2025-10-14,2025-10-14,1218000,1352000,1218000,3,1.75,2010,1922,98117,SEATTLE,82,11,5000,NR3
PUBLIC_PROXY,3347584,"1615 4TH AVENUE NORTH, Seattle 98109",7,11,2025-09-16,2025-09-16,870000,1100000,870000,2,2.00,1040,1941,98109,SEATTLE,11,7,6120,NR3
PUBLIC_PROXY,3355817,"1236 NE 117TH STREET, Seattle 98125",4,11,2025-11-14,2025-11-14,1115000,1215000,1115000,3,2.50,2420,2013,98125,SEATTLE,7,4,7216,NR2
PUBLIC_PROXY,3353768,"9898 5TH LN SW, Seattle 98106",98106,11,2025-09-22,2025-09-22,981000,1149900,981000,5,2.75,2800,2024,98106,Seattle,,,0,
PUBLIC_PROXY,3352593,"6725 22ND AVENUE NW, Seattle 98117",10,11,2025-10-15,2025-10-15,1027000,1145000,1027000,3,1.75,2450,1934,98117,SEATTLE,19,10,5100,NR3
PUBLIC_PROXY,3354041,"344 N. 81ST STREET, Seattle 98103",8,11,2025-10-31,2025-10-31,1435000,1200000,1435000,4,2.75,3270,1950,98103,SEATTLE,42,8,8670,NR3
PUBLIC_PROXY,3349200,"PO BOX 337, Seattle 98009",6,11,2025-09-11,2025-09-11,962000,1140000,962000,3,1.75,1750,1948,98009,SEATTLE,45,6,6500,NR3
PUBLIC_PROXY,3348662,"185 34TH AVE E, Seattle 98112",8,3,2025-09-24,2025-09-24,1048000,1120000,1048000,3,1.50,1690,1914,98112,SEATTLE,14,8,3456,NR3
PUBLIC_PROXY,3351970,"8614 25TH AVENUE NORTHEAST, Seattle 98115",6,11,2025-10-15,2025-10-15,1624000,1100000,1624000,7,4.00,3860,1953,98115,SEATTLE,45,6,6025,NR3
PUBLIC_PROXY,3348621,"18501 SE NEWPORT WAY  L248, Seattle 98027",8,11,2025-09-21,2025-09-21,1394000,1370000,1394000,4,2.50,2000,1953,98027,SEATTLE,14,8,7200,NR3
PUBLIC_PROXY,3364558,"7309 16TH AVE NW, Seattle 98117",10,11,2026-01-30,2026-01-30,1014000,1140000,1014000,4,2.50,2150,1947,98117,SEATTLE,19,10,5100,NR3
PUBLIC_PROXY,3355919,"2014 98TH AVE NE, Seattle 98004",3,12,2025-11-14,2025-11-14,1377000,1200000,1377000,6,3.00,2530,1965,98004,SEATTLE,42,3,5500,NR3
PUBLIC_PROXY,3363164,"8833 WALLINGFORD AVE N, Seattle 98103",98103,14,2026-01-16,2026-01-16,1142000,1275000,1142000,0,0.00,0,0,98103,Seattle,,,0,
PUBLIC_PROXY,3355373,"3906 BURKE AVE N, Seattle 98103",7,11,2025-11-06,2025-11-06,1169000,1202500,1169000,3,1.50,1830,1921,98103,SEATTLE,43,7,3400,NR3
PUBLIC_PROXY,3345931,"2101 NOB HILL AVE N  1B, Seattle 98109",10,11,2025-09-02,2025-09-02,835000,1100000,835000,3,1.75,1690,1929,98109,SEATTLE,19,10,4005,RSL (M)
PUBLIC_PROXY,3360497,"2823 36TH AVE W, Seattle 98199",7,11,2025-12-17,2025-12-17,1476000,1298000,1476000,3,2.50,2080,1946,98199,SEATTLE,11,7,6000,NR3
PUBLIC_PROXY,3355364,"3724 185TH ST SE, Seattle 98012",2,11,2025-11-12,2025-11-12,1084000,1327000,1084000,3,1.00,1510,1924,98012,SEATTLE,12,2,3500,NR3
PUBLIC_PROXY,3359008,"700 CROCKET ST APT 204, Seattle 98109",98109,11,2025-12-01,2025-12-01,1239000,1225000,1239000,4,2.50,3220,2008,98109,Seattle,,,0,
PUBLIC_PROXY,3345743,"2245 NW 64TH ST, Seattle 98107",10,11,2025-08-31,2025-08-31,1187000,1185000,1187000,4,2.75,1650,1915,98107,SEATTLE,19,10,3840,NR3
PUBLIC_PROXY,3355232,"2357 YALE AVE, Seattle 98102",7,11,2025-11-05,2025-11-05,1131000,1120000,1131000,2,2.25,1450,2017,98102,SEATTLE,13,7,1210,LR3 (M1)
PUBLIC_PROXY,3359763,"4701 SW ADMIRAL WAY #177, Seattle 98116",1,2,2025-12-16,2025-12-16,1048000,1275000,1048000,4,2.25,2060,2025,98116,SEATTLE,17,1,7635,NR2
PUBLIC_PROXY,3345856,"341 NORTHWEST 53RD STREET, Seattle 98107",2,11,2025-09-02,2025-09-02,1054000,1245000,1054000,3,1.75,1840,1906,98107,SEATTLE,82,2,5000,NR3
PUBLIC_PROXY,3360648,"118 16TH AVE, Seattle 98122",3,11,2025-12-19,2025-12-19,1260000,1150000,1260000,4,2.00,2000,1900,98122,SEATTLE,15,3,3840,LR3 (M)
PUBLIC_PROXY,3345947,"1712 BELMONT AVE 4, Seattle 98122",3,11,2025-09-04,2025-09-04,1225000,1340000,1225000,4,1.75,1960,1902,98122,SEATTLE,13,3,3300,LR3 (M)
PUBLIC_PROXY,3355596,"1823 TERRY AVE 3005, Seattle 98101",98101,11,2025-11-12,2025-11-12,1390000,1400000,1390000,4,2.25,1660,1967,98101,Seattle,,,0,
PUBLIC_PROXY,3361748,"10510 NORTHUP WAY SUITE 115, Seattle 98033",9,11,2026-01-02,2026-01-02,942000,1150000,942000,2,1.00,1550,1979,98033,SEATTLE,48,9,5750,NR3
PUBLIC_PROXY,3345196,"101 N 51ST ST, Seattle 98103",98103,14,2025-08-27,2025-08-27,1008000,1192500,1008000,0,0.00,0,0,98103,Seattle,,,0,
PUBLIC_PROXY,3343305,"7343 35TH AVE SW, Seattle 98126",5,11,2025-08-14,2025-08-14,878000,1100000,878000,0,0.00,0,0,98126,SEATTLE,45,5,8363,NC2P-55 (M)
PUBLIC_PROXY,3364776,"1803 NW 83RD ST, Seattle 98117",10,11,2026-01-31,2026-01-31,1349000,1330000,1349000,4,1.75,2040,1930,98117,SEATTLE,19,10,4005,RSL (M)
PUBLIC_PROXY,3361258,"4000 6TH AVE NW, Seattle 98107",11,12,2025-12-29,2025-12-29,1382000,1104400,1382000,3,2.00,2610,1954,98107,SEATTLE,42,11,5440,LR3 (M1)
PUBLIC_PROXY,3357104,"PO BOX 30595, Seattle 98113",1,11,2025-11-21,2025-11-21,1333000,1235000,1333000,4,2.50,2680,2017,98113,SEATTLE,8,1,4136,NR2
PUBLIC_PROXY,3351752,"7302 BOWLYN PL S, Seattle 98118",6,11,2025-10-15,2025-10-15,985000,1105000,985000,4,1.75,2450,1951,98118,SEATTLE,81,6,7800,NR1
PUBLIC_PROXY,3353666,"11747B MERIDIAN AVE N, Seattle 98133",98133,94,2025-10-23,2025-10-23,1440000,1350000,1440000,3,3.25,4470,1985,98133,Seattle,,,0,
PUBLIC_PROXY,3361541,"2737 59TH AVENUE SW, Seattle 98116",1,10,2025-12-31,2025-12-31,865000,1125000,865000,3,2.25,1750,2025,98116,SEATTLE,16,1,1200,LR1 (M)
PUBLIC_PROXY,3351492,"902 NORTHEAST 43RD STREET APT 402, Seattle 98105",5,11,2025-10-13,2025-10-13,1066000,1225000,1066000,4,1.75,1880,1947,98105,SEATTLE,8,5,8100,NR2
PUBLIC_PROXY,3347597,"37235 55TH AVE S, Seattle 98001",5,2,2025-08-11,2025-08-11,3007000,1375000,3007000,4,3.25,2200,2024,98001,SEATTLE,43,5,5000,NR3
PUBLIC_PROXY,3355309,"6024 48TH AVE SW, Seattle 98136",7,11,2025-11-10,2025-11-10,961000,1398950,961000,5,2.25,2740,1961,98136,SEATTLE,16,7,5000,NR3
PUBLIC_PROXY,3357750,"2006 28TH AVENUE W, Seattle 98199",3,11,2025-12-01,2025-12-01,946000,1215000,946000,3,1.75,1880,1936,98199,SEATTLE,11,3,3525,NR3
PUBLIC_PROXY,3355650,"716 16TH AVENUE UNIT C, Seattle 98122",3,11,2025-11-13,2025-11-13,866000,1125000,866000,3,2.50,1810,2017,98122,SEATTLE,15,3,1156,LR3 (M)
PUBLIC_PROXY,3350041,"4855 NE 41ST ST, Seattle 98105",9,11,2025-10-02,2025-10-02,1241000,1400000,1241000,1,1.75,1970,1942,98105,SEATTLE,46,9,4000,NR3
PUBLIC_PROXY,3356444,"400 112TH AVE NE #400, Seattle 98004",40,2,2025-11-18,2025-11-18,1821000,1300000,1821000,0,0.00,0,0,98004,SEATTLE,19,40,5383,NR3
PUBLIC_PROXY,3352785,"7019 JONES AVE NW, Seattle 98117",10,11,2025-10-17,2025-10-17,1103000,1210000,1103000,5,2.75,2370,1915,98117,SEATTLE,19,10,5100,NR3
PUBLIC_PROXY,3346112,"1015 NE 71ST ST, Seattle 98115",4,11,2025-08-24,2025-08-24,1131000,1129950,1131000,4,1.50,1940,1930,98115,SEATTLE,45,4,4600,LR1 (M1)
PUBLIC_PROXY,3354743,"3231 63RD AVE SW, Seattle 98116",5,11,2025-11-05,2025-11-05,1289000,1221000,1289000,4,2.25,2070,1924,98116,SEATTLE,16,5,6240,NR3
PUBLIC_PROXY,3352782,"10331 32ND AVE NE, Seattle 98125",2,2,2025-10-14,2025-10-14,1918000,1259000,1918000,4,3.00,1990,2025,98125,SEATTLE,44,2,5082,NR3
PUBLIC_PROXY,3343267,"7543 13TH AVE NW, Seattle 98117",2,11,2025-08-08,2025-08-08,1217000,1200000,1217000,3,1.50,1760,1946,98117,SEATTLE,39,2,7104,NR2
PUBLIC_PROXY,3356945,"6802 31ST AVE. NE, Seattle 98115",3,2,2025-11-18,2025-11-18,1726000,1375000,1726000,5,3.75,2320,2025,98115,SEATTLE,42,3,5000,NR3
PUBLIC_PROXY,3354265,"1706 ALKI AVENUE SW #A, Seattle 98116",1,11,2025-10-21,2025-10-21,1042000,1225000,1042000,2,2.25,1240,2018,98116,SEATTLE,16,1,800,LR3 (M)
PUBLIC_PROXY,3353980,"97 S JACKSON STREET UNIT 510, Seattle 98104",98104,14,2025-10-27,2025-10-27,1267000,1365000,1267000,0,0.00,0,0,98104,Seattle,,,0,
PUBLIC_PROXY,3361002,"5843 SEWARD PARK AVE S, Seattle 98118",6,11,2025-12-19,2025-12-19,1635000,1240000,1635000,4,2.75,3090,1949,98118,SEATTLE,81,6,13776,NR1
PUBLIC_PROXY,3353226,"3922 A LINDEN AVE N, Seattle 98103",8,11,2025-10-27,2025-10-27,954000,1305000,954000,3,2.75,2380,1919,98103,SEATTLE,43,8,4080,NR3
PUBLIC_PROXY,3347181,"4914 55TH AVE S, Seattle 98118",6,11,2025-09-12,2025-09-12,1179000,1260000,1179000,3,1.75,2390,1950,98118,SEATTLE,81,6,7200,NR2
PUBLIC_PROXY,3350852,"4050 34TH AVE S, Seattle 98118",4,11,2025-10-03,2025-10-03,1020000,1200000,1020000,3,2.50,1850,2006,98118,SEATTLE,79,4,4600,NR3
PUBLIC_PROXY,3352322,"8309 CALIFORNIA AVE SW, Seattle 98136",4,3,2025-10-18,2025-10-18,1180000,1200000,1180000,3,2.50,2940,1941,98136,SEATTLE,17,4,4320,NR3
PUBLIC_PROXY,3364652,"115 W KINNEAR PL, Seattle 98119",9,11,2026-01-29,2026-01-29,1239000,1330000,1239000,3,2.50,1680,2009,98119,SEATTLE,12,9,1297,LR3 (M)
PUBLIC_PROXY,3359522,"4531 S KENNY ST, Seattle 98118",11,11,2025-12-05,2025-12-05,1241000,1136550,1241000,4,3.25,2400,2016,98118,SEATTLE,81,11,5368,NR3
PUBLIC_PROXY,3346019,"60523 HEDGEWOOD LN, Seattle 97702",4,11,2025-09-02,2025-09-02,1120000,1400000,1120000,2,1.75,1780,1950,97702,SEATTLE,17,4,7300,NR2
PUBLIC_PROXY,3346458,"341 NW 90TH ST, Seattle 98117",98117,14,2025-09-02,2025-09-02,1145000,1217000,1145000,0,0.00,0,0,98117,Seattle,,,0,
PUBLIC_PROXY,3348924,"6007 PALATINE AVE N, Seattle 98103",3,11,2025-09-23,2025-09-23,710000,1400000,710000,3,1.00,1350,1926,98103,SEATTLE,42,3,3910,NR3
PUBLIC_PROXY,3353391,"4337 SOUTHWEST TRENTON STREET, Seattle 98136",4,11,2025-10-17,2025-10-17,1028000,1200000,1028000,4,2.75,2360,1993,98136,SEATTLE,17,4,4000,NR3
PUBLIC_PROXY,3361376,"1749 NORTHWEST 61ST STREET, Seattle 98107",1,11,2025-12-29,2025-12-29,1226000,1325000,1226000,3,2.50,2140,2015,98107,SEATTLE,19,1,2000,LR1 (M)
PUBLIC_PROXY,3357346,"6057 45TH AVE NE, Seattle 98115",3,11,2025-11-24,2025-11-24,1143000,1263000,1143000,3,1.75,1830,1950,98115,SEATTLE,44,3,8505,NR3
PUBLIC_PROXY,3352861,"6823 16TH AVE NE, Seattle 98115",5,11,2025-10-22,2025-10-22,1219000,1250000,1219000,5,2.75,2900,1951,98115,SEATTLE,45,5,8044,NR3
PUBLIC_PROXY,3346043,"2911 2ND AVENUE UNIT 1120, Seattle 98121",98121,14,2025-09-04,2025-09-04,847000,1280000,847000,0,0.00,0,0,98121,Seattle,,,0,
PUBLIC_PROXY,3354873,"3418 DENSMORE AVE N, Seattle 98103",7,11,2025-11-06,2025-11-06,1071000,1160000,1071000,5,1.75,2170,1914,98103,SEATTLE,43,7,3420,NR3
PUBLIC_PROXY,3361145,"88 E HAMLIN ST, Seattle 98012",44,13,2025-12-17,2025-12-17,1538000,1274100,1538000,0,0.00,0,0,98012,SEATTLE,25,44,3600,MR (M1)
PUBLIC_PROXY,3346591,"9020 BURKE AVE N, Seattle 98103",7,11,2025-09-08,2025-09-08,1246000,1225000,1246000,3,2.50,2360,2004,98103,SEATTLE,6,7,5063,NR3
PUBLIC_PROXY,3351500,"4801 SW HILL ST, Seattle 98116",7,2,2025-10-14,2025-10-14,1948000,1289000,1948000,4,3.25,2000,2025,98116,SEATTLE,16,7,5750,NR3
PUBLIC_PROXY,3355003,"1315 NORTHWEST 103RD STREET, Seattle 98177",3,11,2025-11-06,2025-11-06,1093000,1250000,1093000,4,3.00,2360,1976,98177,SEATTLE,39,3,7695,NR2
PUBLIC_PROXY,3357272,"2032 YALE AVE E APT 102, Seattle 98102",7,11,2025-11-20,2025-11-20,1254000,1399000,1254000,4,3.00,1760,2020,98102,SEATTLE,13,7,1029,LR2 (M)
PUBLIC_PROXY,3352659,"4841 38TH AVE SW, Seattle 98126",3,11,2025-10-20,2025-10-20,1108000,1215000,1108000,4,2.75,3720,1969,98126,SEATTLE,48,3,6000,RSL (M)
PUBLIC_PROXY,3362743,"5260 15TH AVE NE UNIT 303, Seattle 98105",60,11,2026-01-12,2026-01-12,1223000,1145000,1223000,0,0.00,0,0,98105,SEATTLE,17,60,4752,NR3
PUBLIC_PROXY,3355556,"123 N 40TH ST, Seattle 98103",11,11,2025-11-10,2025-11-10,1104000,1222000,1104000,2,1.75,1850,1951,98103,SEATTLE,42,11,5500,NR3
PUBLIC_PROXY,3360703,"10404 JOVITA BLVD E, Seattle 98372",8,2,2025-12-22,2025-12-22,2729000,1199950,2729000,4,2.50,1760,2025,98372,SEATTLE,42,8,3672,NR3
PUBLIC_PROXY,3353265,"17130 51ST AVE SE, Seattle 98012",8,2,2025-10-25,2025-10-25,2640000,1250000,2640000,3,3.25,2130,2025,98012,SEATTLE,6,8,4544,NR3
PUBLIC_PROXY,3344552,"15000 VILLAGE GREEN DRIVE SE UNIT 47, Seattle 98012",8,11,2025-08-22,2025-08-22,1038000,1150000,1038000,4,2.00,2170,1952,98012,SEATTLE,6,8,3000,RSL (M)
PUBLIC_PROXY,3348573,"PO BOX 3089, Seattle 92781",3,11,2025-09-23,2025-09-23,1334000,1330000,1334000,3,2.25,2080,2016,92781,SEATTLE,13,3,1440,LR3 (M)
PUBLIC_PROXY,3362913,"3202 NW 70TH ST UNIT 1, Seattle 98117",98117,14,2026-01-13,2026-01-13,892000,1250000,892000,0,0.00,0,0,98117,Seattle,,,0,
PUBLIC_PROXY,3342959,"11624 SE 5TH ST STE 210, Seattle 98005",4,11,2025-08-12,2025-08-12,1002000,1175000,1002000,2,0.75,960,1925,98005,SEATTLE,13,4,5512,NR3
PUBLIC_PROXY,3352301,"7016 34TH AVE NE, Seattle 98115",5,11,2025-10-20,2025-10-20,947000,1150000,947000,3,1.75,1680,1947,98115,SEATTLE,45,5,3800,NR3
PUBLIC_PROXY,3351191,"12705 2ND AVENUE NW, Seattle 98177",3,11,2025-10-11,2025-10-11,949000,1235000,949000,3,1.75,2280,1949,98177,SEATTLE,39,3,8160,NR2
PUBLIC_PROXY,3342568,"4033 55TH AVE SW, Seattle 98116",5,11,2025-08-11,2025-08-11,1017000,1205000,1017000,3,2.25,1650,1990,98116,SEATTLE,16,5,2500,NR3
PUBLIC_PROXY,3352358,"3129 NE 84TH ST, Seattle 98115",5,11,2025-10-16,2025-10-16,1096000,1330000,1096000,4,1.75,2210,1942,98115,SEATTLE,45,5,6000,NR3
PUBLIC_PROXY,3357355,"1405 S FOREST ST, Seattle 98144",1,11,2025-11-26,2025-11-26,1082000,1100000,1082000,4,1.75,1720,1949,98144,SEATTLE,79,1,7200,LR2 (M1)
PUBLIC_PROXY,3347097,"3250 AIRPORT WAY S # 701, Seattle 98134",1,3,2025-09-09,2025-09-09,1495000,1100000,1495000,5,2.00,4240,1952,98134,SEATTLE,39,1,9879,NR1
PUBLIC_PROXY,3347097,"3250 AIRPORT WAY S # 701, Seattle 98134",1,3,2025-09-09,2025-09-09,20000,1100000,20000,0,0.00,0,0,98134,SEATTLE,39,1,7874,NR1
PUBLIC_PROXY,3352706,"501 11TH AVE E, Seattle 98102",6,13,2025-10-01,2025-10-01,1191000,1285900,1191000,3,1.75,1820,2024,98102,SEATTLE,13,6,1081,LR3 (M)
PUBLIC_PROXY,3347289,"9227 MARY AVE NW, Seattle 98117",3,11,2025-09-10,2025-09-10,961000,1270000,961000,2,1.00,1050,1940,98117,SEATTLE,39,3,8100,RSL (M)
PUBLIC_PROXY,3353719,"4726 42ND AVE S, Seattle 98118",11,11,2025-10-28,2025-10-28,1345000,1275000,1345000,3,2.50,1850,2002,98118,SEATTLE,81,11,5000,NR3
PUBLIC_PROXY,3359858,"7012 18TH AVE NW, Seattle 98117",10,11,2025-12-17,2025-12-17,911000,1261000,911000,4,2.00,1520,1907,98117,SEATTLE,19,10,5100,NR3
PUBLIC_PROXY,3358924,"1418 33RD AVENUE, Seattle 98122",8,11,2025-12-10,2025-12-10,1092000,1350000,1092000,3,1.75,2200,1908,98122,SEATTLE,14,8,5000,NR3
PUBLIC_PROXY,3345352,"1401 E JEFFERSON ST STE 503, Seattle 98122",9,11,2025-08-26,2025-08-26,912000,1130000,912000,3,2.00,1880,1905,98122,SEATTLE,12,9,4800,LR1 (M)
PUBLIC_PROXY,3352503,"3702 SW CLOVERDALE ST, Seattle 98126",1,11,2025-10-13,2025-10-13,926000,1200000,926000,5,2.75,2180,1916,98126,SEATTLE,17,1,7768,NR3
PUBLIC_PROXY,3357958,"9720 ROOSEVELT WAY NE 204, Seattle 98115",98115,14,2025-12-03,2025-12-03,1197000,1200000,1197000,0,0.00,0,0,98115,Seattle,,,0,
PUBLIC_PROXY,3353680,"3413 10TH AVE W, Seattle 98119",2,11,2025-10-28,2025-10-28,1181000,1174950,1181000,3,1.75,1700,1924,98119,SEATTLE,12,2,4800,NR3
PUBLIC_PROXY,3364690,"1701 NE 90TH ST, Seattle 98115",3,11,2026-01-28,2026-01-28,1077000,1380000,1077000,4,2.75,2390,1966,98115,SEATTLE,7,3,5250,NR3
PUBLIC_PROXY,3357707,"13425 207TH CT SE, Seattle 98027",40,12,2025-11-18,2025-11-18,1086200,1135000,1086200,0,0.00,0,0,98027,SEATTLE,19,40,3452,LR3 RC (M)
PUBLIC_PROXY,3351162,"2602 NW 97TH STREET, Seattle 98117",6,11,2025-10-09,2025-10-09,1147000,1311000,1147000,3,2.75,2410,1965,98117,SEATTLE,39,6,9668,NR3
PUBLIC_PROXY,3350699,"353 WALLACE WAY NE 24, Seattle 98110",3,11,2025-10-03,2025-10-03,1154000,1164900,1154000,2,2.00,1600,1947,98110,SEATTLE,44,3,5120,NR3
